"tweet"
"Really disturbing to see the visuals of #Uttarakhand glacier meltdown causing flash floods ."
"#Uttarakhand: If you are stuck in the affected area, if you need any kind of help, please contact 1070 or 955744448… https://t.co/boOvMPAqHA"
"Prayers for #Uttarakhand 🙏🏼"
"Scary visuals from #Uttarakhand
Prayers for everyone's safety, Stay Strong !!"
"Seriously all the visuals are very scary.
Plz God plz protect everyone 🙏🙏🙏🙏

#Uttarakhand"
"Plz contact plz spread it #Uttarakhand https://t.co/iJeUyS6Tl7"
"Pray for those in UKhand, hopefully this flood situation can be contained. Global warming is REAL, its time the Ind… https://t.co/ufeCAQfjP5"
"Praying for those affected by the fury of mother nature in #Uttarakhand 

ॐ"
"Praying for the well-being of everyone in 
#Uttarakhand 🤲"
"Extremely Sad to hear about the  Glacier burst in Chamoli district of Uttarakhand.
Praying for those who are affect… https://t.co/D3NU2sAdZD"
"Pray for uttarakhand people
#Uttarakhand"
"ITBP personnel digging to open Tapovan Tunnel which is completely blocked due to debris. Many reported to be trappe… https://t.co/Ta3b2cDY9e"
"#UttarakhandDisaster #Uttarakhand praying 🙏 for everyone's safety."
"Thoughts &amp; Prayers for Uttarakhand!
#Uttarakhand"
"ALERT 🚨 #Uttarakhand 

Emergency 🆘 numbers 1070  9557444486 

Please follow all official advisories.

#Uttarakhand"
"Praying for safety of all #Uttarakhand"
"About 100 to 150 people are feared to be killed in the #flashflood in #Uttarakhand #Chamoli district, news agency A… https://t.co/nScJsRSK5F"
"Flash floods in #Uttarakhand:
Four Army columns, Two Medical teams,  one Engineering Task Force deployed at #Ringi… https://t.co/Gp6ZnIhU4B"
"Pray for #Uttarakhand 🙏"
"Distressed by the tragic disaster that unfolded in Uttarakhand. Praying for everyone’s safety. Hope those stranded… https://t.co/LL8Jz1nO0d"
"#Uttarakhand Distressing to hear about the glacier breaking off in #Uttarakhand Praying everyone’s safety there 🙏"
"we all are with u #Uttarakhand"
"Very shocked after hearing about the avalanche of Uttarakhand. 
#Uttarakhand 
#PrayForUttarakhand"
"If you are stuck in the affected area and need any kind of help, please contact Disaster Operations Center number 1… https://t.co/NxgppCUuvN"
"Anyone reading this please just remove a min n pray for people in #Uttarakhand.. Power of prayers can do wonder.. 🙏🏽"
"Praying for #Uttarakhand 

DESERVING WINNER RUBINA https://t.co/2LaFQtv04v"
"May lord Shiva have mercy  on #Uttarakhand .Hope every one is being rescued and arrive safe"
"Prayers for the people of #Uttarakhand"
"Praying for #Uttarakhand 🙏🙏🙏🙏 https://t.co/OejsSFaE4E"
"Praying for 
#Uttarakhand 🙏"
"if you are stucked in the affected area and in need of any kind of help, please contact Disaster Operations Center… https://t.co/7A67LEjtH9"
"Stay safe #Uttarakhand"
"God protect the people of #Uttarakhand 🙏"
"#Uttarakhand
Prayers 🌹🙏

Dear 2021 stop pretending like 2020 🥴"
"ALERT 🚨 #Uttarakhand 

Emergency 🆘 numbers 1070  9557444486 

Please follow all official advisories.

#Uttarakhand"
"Floods in Uttarakhand due to Glacial burst is unfortunate. I hope all are safe &amp; the disruption is minimal.

I pray… https://t.co/10l1vZSRnR"
"The pics and Videos of #Uttarakhand are heartbreaking.

Praying for everyone's safety.🙏🙏"
"100-150 casualties report from chamoli district #Uttarakhand"
"ITBP personnel assess the damages in Tapovan and area of Reni where flash flood occurred earlier today.… https://t.co/sE8v0bhap8"
"Distressing to hear about the glacier breaking off in #Uttarakhand Praying everyone’s safety there 🙏"
"Be safe #Uttarakhand"
"Prayers for 🙏

#Uttarakhand"
"Hope everyone's safe there 
#Uttarakhand 
🙏🏻 https://t.co/2ZvU4q5O24"
"Praying for everyone's safety in Uttarakhand . Hope everyone is safe 🙏🙏🙏🙏🙏🙏

#Uttarakhand"
"Deep prayers for the safety of #Uttarakhand people. 🙏🏻

#chamoli #glacier"
"Dua For People's Of #Uttarakhand.
Allah raham kare.#glacier"
"Prayers for #Uttarakhand 🙏"
"Prayers for #Uttarakhand 
#prayforuttarakhand"
"Prayers for #Uttarakhand https://t.co/h19XRQI3sM"
"Prayers for #Uttarakhand 🙏"
"We have to give our support towards those people who is need for our humanity #Uttarakhand https://t.co/QLPpoovyXq"
"Praying For Safety of All 🙏
#Uttarakhand https://t.co/cOs2Qh7J4y"
"@_tu_mera_hai_ Praying for #Uttarakhand"
"Oh God be kind
Praying for #Uttarakhand"
"No flood like situation currently in #Uttarakhand says CM @tsrawatbjp https://t.co/gi73ZjP0Nr"
"Mahadev bless and take care of Dev Bhoomi🙏 #uttarakhand"
"Praying for #Uttarakhand"
"Why Shrinagar Puts On Highalert #Uttarakhand"
"Pray for 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼#Uttarakhand"
"Sad Tragedy. Our Prayers goes with the people of Uttrakhand and nearby Areas 🙏🙏

 #Uttarakhand"
"prayers for #Uttarakhand"
"@ANI Hope... Mahakali will Save then All #Uttarakhand"
"Distressing to hear about the glacier breaking off in #Uttarakhand Praying everyone’s safety there 🙏"
"@IAF_MCC transport aircraft 
C-130 and AN-31 are being used to airlift NDRF personnel from Jolly Grant airport for… https://t.co/q8OM9v5vt9"
"#Uttarakhand  😥😥 Hope there will be a normal situation soon. 🙏🙏 Pray for the people who is surviving in the floods."
"Pray for #Uttarakhand"
"Praying for everyone’s safety. #Uttarakhand"
"OH GOD SAVE THEM . PRAYERS FOR AFFECTED FAMILY  .VERY PAINFUL #Uttarakhand"
"@BharatGarg486 People of Uttarakhand, Chamoli in Prayers.🙏🏻
#Uttarakhand #Chamoli"
"Prayers for people of #Uttarakhand. Allah raham kare."
"#Devbhoomi needs prayers. 

Disasterous and disheartening images and videos coming out from #Chamoli and areas surr… https://t.co/TTuwt7xnQD"
"Distressing to hear about the glacier breaking off in #Uttarakhand Praying everyone’s safety there 🙏"
"Pray for #Uttarakhand!!! Hope all people are safe 🙏 it looks bad rn.... Please be safe everyone"
"ALERT 🚨 #Uttarakhand 

Emergency 🆘 numbers 1070  9557444486 

Please follow all official advisories.

#Uttarakhand"
"#Uttarakhand In the era of changing environment, we request the State to stop 
promoting this environmentally vulne… https://t.co/eBFSuB36yk"
"#Avalanche caused landslides as water with mud and debris gushed down River #Dhauliganga in #Tapovan, #Chamoli Dist… https://t.co/hMeO4SAa3l"
"Praying for the safety of all. Mahadev Bless #Uttarakhand!
#Chamoli"
"Prayers 🙏 are with #Uttarakhand"
"Feeling very sad! All the places are flashing... God please take care of all the people🙏 हर_हर_महादेव
#uttarakhand"
"Glacial break in #Chamoli in #Uttarakhand has triggered an avalanche+flooding of rivers forcing emergency evacuatio… https://t.co/pjiXGFQTe6"
"Stay safe #Uttarakhand 🥺🙏"
"Oh God be kind
Praying for #Uttarakhand
🙏🙏🙏"
"""I want to assure the people of #Uttarakhand that the Centre is standing with them in this hour of crisis"": Home Mi… https://t.co/LwjdRIEQhR"
"It's a dangerous situation mankind is bringing to themselves.
River beds and catchment areas need to protected.… https://t.co/4EiE6UGu3Y"
"Visuals are SCARY 😱
Pray For UTRAKHAND 🙏
#Uttarakhand"
"Praying for everyone's #Chamoli  #Uttarakhand"
"@AnkitaBnsl @KashmiriPandit7 @LostTemple7 @davidfrawleyved @mariawirth1 @PIBDehradun A small prayer can work wonder… https://t.co/P8UTu2iyis"
"May Almighty Allah protect the lives of people of chamoli district 🙏🙏
#Uttarakhand #chamoli
#UttarakhandDisaster"
"Prayers prayers and prayers for the safety of people and place. Hope the disaster gets controlled. Mahadev. 🙏 #Uttarakhand"
"Prayers for #Uttarakhand 
May God save all the people there 🙏🙏 https://t.co/qrjLTP0N0S"
"Many times, what we term as natural disaster is actually a man made disasters.

#Uttarakhand #cloudburst #Rishikesh #UttarakhandDisaster"
"Oh god this is so scary 💔

#Uttarakhand"
"#Uttarakhand 
Nature takes the best revenge!
😱😨 https://t.co/W0BS4I6zvN"
"I pray for well being of people of #Chamoli in #Uttarakhand people who are stuck in floods can call on Help line no… https://t.co/V6EONObckC"
"We the people of Himachal are pained by the unfortunate incident in #Chamoli , The people of Himachal and India sta… https://t.co/STlWcckbRZ"
"#Uttarakhand
Distressed by the tragic disaster that unfolded in #Uttarakhand. Praying for everyone’s safety. Hope t… https://t.co/2Jel31AEM4"
"#Uttarakhand 
A small prayer can work wonders!
Please pray for #Uttarakhand #Chamoli 

Har Har Mahadev  🙏🙏"
"Pray for #Uttarakhand🙏"
"@narendramodi Prayers for #Uttarakhand"
"Three bodies recovered at NTPC site in Tapovan area of Chamoli in Uttarakhand, says ITBP

#Uttarakhand #Chamoli… https://t.co/w1uruXXM3z"
"Prayers for #Uttarakhand 🙏"
"We need conservation more than development in states with sensitive ecology. Global warming will increase such inci… https://t.co/5viwXw6Xrh"
"Prayer ""Climate change is illusion of old age!!!""

#Uttarakhand 
#Chamoli"
"All prayers with people of #Uttarakhand 🙏🙏🙏🙏

May god protect you ❤️"
"Prayers for #Uttarakhand .."
"Prayers for #Uttarakhand"
"Glacier bursts in Chamoli, causing flash flood in Dhauliganga.

Pray for Uttarakhand. 🙏

Helpline numbers: 1070 or… https://t.co/L7i51JaKS9"
"Prayers for all in #Uttarakhand 
Stay Safe 🙏🏼..

#AwaitingForதலஅஜித்Entry #Valimai"
"I had cancelled all my programs &amp; have reached the affected area  for 1st hand assessment of situation. Chamoli dis… https://t.co/us5l33CzAU"
"Praying for #Uttarakhand 🙏"
"Terrible news to hear from Devbhoomi

Stay Strong #Uttarakhand"
"Do Prayer 🙏 for the people of #Uttarakhand"
"Uttarakhand disaster is not a tragedy. Construction of dam on high altitude and climate change leading to this disa… https://t.co/aQBY68Tkq1"
"Six columns (around 600 personnel) of the Indian Army moving towards the flood-affected areas: Army officials
#Uttarakhand 
#Chamoli"
"Glacier burst in #Uttarakhand ..
Prayers for our devbhoomi 🙏🏻"
"Four Army columns, two Medical teams, and one Engineering Task Force have been deployed at Reni village in Tapovan… https://t.co/K1g1hG7nBO"
"Prays for people in #Uttarakhand 🥺🙏🏻

Wish all the missing members are reunited with their families asap!

DESERVING WINNER RUBINA"
"BREAKING | #Army joins rescue ops in #Uttarakhand's #Chamoli after massive #flooding. 4 Army columns, 2 medical tea… https://t.co/ura6JXBRhf"
"@HunarTweets People of Uttarakhand, Chamoli in Prayers.🙏🏻
#Uttarakhand #Chamoli"
"Prayers for the people to be safe out there 🙏 

#Uttarakhand"
"Im from kerala.
#Uttarakhand is my brother state.
We are with you."
"Prayers for Devbhumi #Uttarakhand 🙏🏻
May god bless. #Chamoli"
"Distressed by the tragic disaster that unfolded in #Uttarakhand. Praying for everyone’s safety there.
#IStandwithUttarakhand"
"Water level at Srinagar may rise to 536.00 m  at 16:00 hrs. At Rishikesh it may rise to 340.50 m at 20:00 hrs and a… https://t.co/vNzgFGxskF"
"#Glacier burst in #Uttarakhand 
Triggers Massive Flood in the area more than 150 labourers missing already.
It's ho… https://t.co/oWPlEMEzb4"
"Distressed by the tragic disaster that unfolded in #Uttarakhand. Praying for everyone’s safety. Hope those stranded… https://t.co/xnDmjRMyKD"
"Shoutout to @HMOIndia &amp; @tsrawatbjp for swift action in #Uttarakhand"
"Prayers for #Uttarakhand 🙏🏻🙏🏻"
"What's happening in #Uttarakhand 😳"
"Distressing to hear about the glacier breaking off in #Uttarakhand Praying everyone’s safety there 🙏"
"Distressed to see the visuals coming from ""Devbhoomi"" #Uttarakhand. Prayers for the safety of our people.

May God… https://t.co/RgyZJqvqes"
"Pls be Safe #Uttarakhand #PrayersforUttarakhand"
"Stay Strong, Stay Safe, Prayers For #Uttarakhand"
"stay safe, everyone in #Uttarakhand"
"Prayers 🙏🙏Sushi please help them..❤️..you can do help.. #Uttarakhand"
"God save #Uttarakhand
Praying for Uttarakhand people🙏🏻"
"Floods in Uttarakhand due to Glacial burst is unfortunate. I hope all are safe .
I pray for speedy return to normal… https://t.co/ic0QDBMas5"
"Prayers for #Uttarakhand 🙏"
"Ways to help Uttarakhand 

Please do not share old videos or unverified news. 
 #Uttarakhand"
"@myogiadityanath @__SumitRaj__ Emergency Helpline No.
1070, 9557444486 For #Chamoli #Uttarakhand"
"Stay strong ,Stay safe ,prayers for #Uttarakhand"
"May God be with #Uttarakhand people.
Praying for all🙏"
"Prayer for #Uttarakhand 
Jai Jagannath https://t.co/cujfECfuq0"
"Climate change exacerbates extreme events like #Uttarakhand.
While we pray for the safety of the inhabitants and en… https://t.co/Cqt9L6NjUj"
"@TOIIndiaNews Prayers for every one's safety. 🙏 #Uttarakhand"
"prayers for #Uttarakhand 
:("
"May god give strength to all the families who suffered loss during this tough time! I hope everyone is rescued and… https://t.co/PxunaTQfjj"
"Stay safe, be calm everything will be fine. #Uttarakhand"
"PM Modi reviews flood situation in #Uttarakhand, says nation prays for everyone’s safety there

@narendramodi 

https://t.co/iU4iQ1xsba"
"Believe in #ram he will save #Uttarakhand 🥺🥺 https://t.co/JdwhZlcgyu"
"Distressed by the tragic disaster that unfolded in #Uttarakhand. Praying for everyone’s safety. Hope those stranded… https://t.co/IO94uamXqN"
"Prayers for #Uttarakhand !!
May Mahadev keeps everyone safe. 🙏🏻"
"Is avalanche/ Flood in #Uttarakhand related to Earthquake or some sinister plot ?"
"Prayers for #Uttarakhand 🙏"
"Small prayers can make wonders. Please pray for the safety of #Uttarakhand people. #Chamoli"
"Be safe people. #Uttarakhand"
"#Uttarakhand: Massive Flood As Glacier Breaks In Joshimath, Many Feared Stuck

#UttarakhandDisaster… https://t.co/FL3ueyOgbU"
"May the gods protect the lovely area #Uttarakhand"
"#Uttarakhand Glacier Break, Here're the contacts to reach out for, for rescue &amp; recovery queries :
- 1905
- 1070
- 9557444486"
"#Uttarakhand: If you are stuck in the affected area, if you need any kind of help, please contact 1070 or 955744448… https://t.co/Mdu5us5S8z"
"Hope people come out soon from this tragedy.
I pray to god help them.🙏🙏 
#Glacier_collapses in #Uttarakhand  #Chamoli district."
"Praying for the people who are victim of tragedy in Chamoli #Uttarakhand 

Condolences to those who lose their precious lives."
"Prayers for #Uttarakhand"
"Scary visuals from #Uttarakhand ... Hoping for everyone's safety #Chamoli"
"""If you are stuck in the affected area and need any kind of help, please contact Disaster Operations Center number… https://t.co/BecseM0AWq"
"PRAYING FOR UTTARAKHAND PEOPLE......🙏❤

#Uttarakhand"
"#Devbhoomi needs prayers. 

Disasterous and disheartening images and videos coming out from #Chamoli and areas surr… https://t.co/QvIyIiAJWN"
"@SonuSood @LallanPr Help line nos for Uttarakhand

1070 
9557444486 

You can use 1905 as well. DO NOT use these no… https://t.co/UgWeAw1ifL"
"""Sad News"" 
Big disaster, 
Avalanche in Joshimath, dam also said to have damaged, human lives lost too.

#India
#Uttarakhand"
"Praying for #Uttarakhand #ClimateCrisis"
"Prayers for #Uttarakhand. 🙏🏽"
"Praying for #Uttarakhand 🙏🙏"
"Water level at Rishikesh the water Level may rise to 340.50 m at 20:00 hrs and Haridwar the Water Level May Reach 2… https://t.co/TKvvOWNHMA"
"Prayers for #Uttarakhand. 
Hare Krishna 🙏"
"Massive Flood at under construction Dam Joshimath!
150 labourers are missing. Haridwar Rishikesh Garhwal on High Al… https://t.co/eZU7paC1t2"
"Terrifying visuals of the glacier burst in #Uttarakhand, thoughts and prayers for everyone’s safety 🙏🏻"
"#Uttarakhand
Terrifying visuals of the glacier burst in #Uttarakhand, thoughts and prayers for everyone’s safety 🙏🏻"
"'30 To 40 Villages Have Been Affected In Chamoli Flood' says Environmentalist @kavitaashok1969 in conversation with… https://t.co/FO094pIY1X"
"""People are being evacuated from the areas near Alkananda. As a precautionary measure, flow of Bhagirathi River has… https://t.co/CU2tqqsba9"
"Let's pray for #Uttarakhand 🙏"
"#Uttarakhand If you are stuck in the affected area, if you need any kind of help, please contact 1070 or 9557444486… https://t.co/E4PThv3VPG"
"Allah protect the people of Uttarakhand.
Pray for Uttarakhand.
#Uttarakhand"
"Floods in Uttarakhand due to Glacial burst is unfortunate. I hope all are safe &amp; the disruption is minimal. I pray… https://t.co/onAhFpJU1A"
"Emergency Helpline No.
1070, 9557444486 For #Chamoli #Uttarakhand"
"#glacier has brust at reni village in joshimath area of #chamoli district #Uttarakhand 
#StaySafe #stayalert… https://t.co/9fk2QCWDlu"
"A small prayer can work wonders!
Please pray for #Uttarakhand #Chamoli https://t.co/JSVNy4cCkb"
"Pray for #Uttarakhand"
"Extremely Sad to hear about the Glacier burst in Chamoli district of Uttarakhand.
Praying for those who are affecte… https://t.co/MSmwro6KBz"
"@ndtv Water level at Rishikesh the water Level may rise to 340.50 m at 20:00 hrs and Haridwar the Water Level May R… https://t.co/sfOM9BQ5fR"
"Pray for #Uttarakhand https://t.co/vRMYzWKAd6"
"And don't create panic over the Internet #Uttarakhand #Chamoli"
"@narendramodi God save #Uttarakhand
Praying for Uttarakhand people🙏🏻"
"Prayers for #Uttarakhand 🙏🏼🙏🏼

#Uttarakhand_Disaster #Uttarakhandflood https://t.co/44yNcTXHsh"
"In the name of development, the havoc of nature, which is angry with human's play with nature and natural resources… https://t.co/burrwRxVZe"
"Prayers 🙏 for the people of #Uttarakhand"
"#Uttarakhand
Please save the people"
"Extremely Sad To Hear About The #Uttarakhand #Glacier Break, Praying For The Safety Of Missing People 🙏

Helpline N… https://t.co/87U5hqhGBO"
"Devastating news coming from #Uttarakhand hope almighty will heal it soon."
"Horrible news coming in from #Uttarakhand. I pray for people's safety there. 🙏🙏🙏

#UttarakhandDisaster https://t.co/lWnh5vnDTn"
"More than 100 labourers at Baradge feared dead  as per site incharge of Tapovan @ntpclimited Project site. 
3 Bridg… https://t.co/h6qqPCtoRS"
"#Uttarakhand
Helplines for #Uttrakhand 

+911352410197
+911352410197
+9119456596190
+919557444486

Disaster Managem… https://t.co/rrDkU5ftEA"
"""If you are stuck in the area and need any help, please call 1070 or 9557444486. Do not spread rumours about the in… https://t.co/CVjWSpAacw"
"#UPDATE: Indian Army: Four Army columns, Two Medical teams, one Engineering Task Force deployed at Ringi village of… https://t.co/1UfM8l1OPP"
"praying for #Uttarakhand"
"Praying for Uttarakhand people 🙏
#Uttarakhand"
"Praying for the people of Uttarakhand🙏
#Uttarakhand"
"TEAM ANANYA PANDEY 

Can I join Rubina 's fandom ?

DESERVING WINNER RUBINA
#Uttarakhand"
"Helpline No of Uttarakhand Govt.  1070, 9557444486 .

Praying for everyone's safety.

#Uttarakhand
#Chamoli 

#UttarakhandPolice"
"Prayers for Uttrakhand &amp; safety of everyone. Full faith in our forces deployed to undertake rescue operations #Uttarakhand"
"Distressing to hear about the glacier breaking off in #Uttarakhand Praying everyone’s safety there 🙏"
"Pray for #Uttarakhand"
"Praying for safety of all! #Uttarakhand"
"Praying for everyone in #Uttarakhand 
Another unfortunate natural calamity...😰🙏"
"#Uttarakhand May Allah Save People of Chamoli and Near by Places"
"Prayers for people and animals stuck there 🔱🙌💫
#Uttarakhand"
"Prayers with #Uttarakhand and with the families of the glacier burst victims  🙏🙏"
"Water level at Rishikesh the water Level may rise to 340.50 m at 20:00 hrs and Haridwar the Water Level May Reach 2… https://t.co/8MXDIbLF4W"
"Four NDRF teams airlifted to Joshimath, Dehradun. Watch Rishi Joshi in conversation with ITBP Pro Vivek Pandey… https://t.co/lAHfO2fOne"
"The Tapovan Vishnugad Hydropower Plant under Rishi Ganga Power Project has been damaged and at least 150 labourers… https://t.co/KrdEHt6UQd"
"Prayers for #Uttarakhand ."
"Sad Tragedy. Our Prayers goes with the people of Uttrakhand and nearby Areas🙏🏿🙏🏿
#Uttarakhand"
"Welcome to the 2nd month of 2k21

Hope for everyone's safety in #Uttarakhand #chamoli 🙏 https://t.co/d3r0YdUhx3"
"Prayers for #Uttarakhand 🙏"
"@eshwar_khandre Prayers for the safety of #Uttarakhand people"
"150 people feared to be drowned in flood after glacier bursts, #Uttarakhand.

#UttarakhandDisaster https://t.co/8z924Wcjy7"
"#Uttarakhand 

What Happened is a beautiful sign of Man-made disaster"
"Global warming and its high time we understand!! Distressing to see what has happened to #Uttarakhand ! Heartfelt p… https://t.co/FjCM0ATHIB"
"Praying for 🙏🏻#Uttarakhand"
"A film explaining why damming rivers in earthquake prone+climate sensitive Himalayan regions is suicidal. Indian le… https://t.co/kfFu7FXGpH"
"Extremely sad at the devastation caused by #glacier breaking, #Uttarakhand. The visuals are heart breaking.

Prayer… https://t.co/Wsz59Uxp7w"
"#Uttarakhand: If you are stuck in the affected area, if you need any kind of help, please contact 1070 or 955744448… https://t.co/rbcustBzEg"
"If you are stuck in the floods affected areas of glaciers collapse in #Uttarakhand and need any kind of help, pleas… https://t.co/3hjDIQTQ6N"
"@LicypriyaK Save people god #Uttarakhand"
"Heart crying 😢😢 #Uttarakhand just 7 years back in 2013 we faced similar disaster. 🙏🙏"
"Prayers for #Uttarakhand"
"Prayers for Uttarakhand! 

 Emergency Helpline Numbers: 1070 and 9557444486

#Uttarakhand"
"Helpline numbers for #Uttarakhand 
#SpeakUpForNodeep https://t.co/Jv4cfuLxjw"
"Distressed by the tragic disaster that unfolded in #Uttarakhand. Praying for everyone’s safety. Hope those stranded… https://t.co/mySO1kc6AM"
"Prayers for #Uttarakhand 🙏
#devbhumi"
"@LostTemple7 Har Har Mahadev 🙏

Prayers for  Safety of Everyone in #Uttarakhand  🙏"
"#Uttarakhand 
Has seen the massive enviorenmental https://t.co/wNFcWOEJPE will be shocked to see,how badly the rock… https://t.co/IFYVpaBEHo"
"Pray for #Uttarakhand 🙏"
"#Chamoli
#Uttarakhand 
Pray for the people. Dont spread rumour and fear. 🙏"
"Prayers for #Uttarakhand !! Wish all the missing people are found asap and reunited with their families! 🥺"
"Prayers for Uttarakhand! 

Emergency Helpline Numbers: 1070 and 9557444486

#Uttarakhand"
"Prayers for #Uttarakhand !"
"Very shocked to hear that about 100-150 people might be dead till now and hundreds of houses washed away in the… https://t.co/ZoJYiz7lSI"
"Human intrusion in Nature's law causes Human loss.

#Uttarakhand"
"Pray for all the people in uttarakhand 🥺🥺🙏🏻🙏🏻
#Uttarakhand #haridwar"
"@drramsonnar Yes pray for #Uttarakhand they need our prayers and support"
"Prayers for people residing bank of affected river🥲
#chamoli
#Uttarakhand"
"God pls save 🙏

#Uttarakhand"
"Prayers for my Hindu brethrens in uttarakhand. Stay strong. 
  #Uttarakhand"
"Prayers for #Uttarakhand.🙏 
#Dhauliganga
#Chamoli"
"Prayer for #uttarakhand🙏🙏🙏"
"#Uttarakhand
More than 100 labours at Barage and 50 plus in tunnel lost their life as per the site incharge of TAPO… https://t.co/PWxJjOVruU"
"Alerts for Vishnuprayag, Joshimath, Karnprayag, Rudraprayag, Rishikesh and Haridwar. People warned against visiting… https://t.co/l7OjHgKsOu"
"3 #NDRF teams have reached there. More teams are ready to be airlifted to #Uttarakhand from #Delhi. #ITBP jawans ar… https://t.co/26Zwo1JbUp"
"Pray for Effected zone &amp; People's 🙏

#Uttarakhand"
